,count,mean,std,min,25%,50%,75%,max
area_px,1.0,42467.0,,42467.0,42467.0,42467.0,42467.0,42467.0
perimeter_px,1.0,2672.015492081642,,2672.015492081642,2672.015492081642,2672.015492081642,2672.015492081642,2672.015492081642
equivalent_diameter_px,1.0,232.53099523777072,,232.53099523777072,232.53099523777072,232.53099523777072,232.53099523777072,232.53099523777072
aspect_ratio,1.0,1.0385852090032155,,1.0385852090032155,1.0385852090032155,1.0385852090032155,1.0385852090032155,1.0385852090032155
extent,1.0,0.4227549202114422,,0.4227549202114422,0.4227549202114422,0.4227549202114422,0.4227549202114422,0.4227549202114422
convex_area_px,1.0,65924.5,,65924.5,65924.5,65924.5,65924.5,65924.5
solidity,1.0,0.6441762925771147,,0.6441762925771147,0.6441762925771147,0.6441762925771147,0.6441762925771147,0.6441762925771147
circularity,1.0,0.07474523343765867,,0.07474523343765867,0.07474523343765867,0.07474523343765867,0.07474523343765867,0.07474523343765867
