morphology_label,area_px,perimeter_px,equivalent_diameter_px,aspect_ratio,extent,convex_area_px,solidity,circularity
spiky,42467.0,2672.015492081642,232.53099523777072,1.0385852090032155,0.4227549202114422,65924.5,0.6441762925771147,0.07474523343765867
